Date,Natural_Gas,Crude_oil,Bitcoin,Ethereum,Nasdaq100,Apple,Tesla,Microsoft,Silver,Google,Nvidia,Berkshire,Netflix,Amazon,Meta,Gold
17-05-2022,76670,252630,79630,736630,234460000,78340000,80240000,28830000,39230,23050000,58580000,2230,9880000,76450000,24870000,137290
16-05-2022,93520,289130,100250,950850,198360000,86640000,86100000,32550000,46630,25990000,52140000,1820,16150000,74570000,27110000,159490
13-05-2022,85040,240990,141230,1340000,269060000,113990000,92150000,34930000,58680,35040000,67040000,2440,13140000,93680000,24550000,179480
12/5/2022,107060,323550,309480,2840000,324800000,182600000,140310000,51030000,82000,53840000,70870000,2950,17660000,132030000,38260000,255610
11/5/2022,120930,382700,296900,2700000,301240000,142690000,97220000,48980000,80770,37530000,67020000,2270,12670000,109700000,31150000,243560
10/5/2022,185460,389750,235610,1950000,303310000,115370000,84400000,39340000,78500,39900000,76150000,2400,13880000,105430000,34450000,260810
9/5/2022,202620,368180,268090,1930000,320510000,131580000,90810000,47730000,80200,40800000,64450000,3260,14030000,128120000,36300000,218820
6/5/2022,168300,294280,752840000,881180,275350000,116130000,72900000,37780000,59540,39710000,63330000,2500,17190000,124260000,34750000,194280
5/5/2022,160160,286920,1040000000,899820,327490000,130530000,92520000,43260000,71880,45840000,62630000,2950,13970000,144390000,41130000,218390
4/5/2022,132320,272910,691490000,662070,287020000,108260000,81640000,33600000,58060,49920000,64890000,2400,12220000,110750000,41380000,161480
3/5/2022,153340,239270,367210000,447800,209200000,88970000,63710000,25980000,43730,24970000,47580000,2430,11840000,79130000,41560000,167430
2/5/2022,110920,261880,580790000,617740,263460000,123060000,75780000,35150000,56210,35530000,57200000,4070,14590000,148790000,49920000,193830
29-04-2022,109240,294390,382900000,629560,319450000,131750000,88130000,37070000,55330,42680000,50040000,3070,16390000,272660000,49190000,177140
28-04-2022,139570,312060,542390000,726030,282580000,130220000,124950000,33650000,57590,48880000,57030000,2650,21360000,117320000,100890000,170910
27-04-2022,,278780,426830000,602240,256810000,88060000,76960000,63480000,37580,91820000,49950000,2540,22300000,71340000,71060000,178200
26-04-2022,41410,351850,681470000,694460,263140000,95620000,136130000,46520000,45150,73050000,65310000,2840,20320000,77530000,31750000,166200
25-04-2022,32520,328150,654600000,807690,247870000,96050000,68340000,35680000,63920,46130000,64160000,4270,28150000,61870000,29280000,231490
22-04-2022,80600,246120,421300000,544890,247880000,84880000,69700000,29410000,65630,56880000,62470000,3460,37520000,73080000,36430000,176680
21-04-2022,145260,280320,493050000,675440,231640000,87230000,105420000,29450000,69610,36450000,65620000,3900,53500000,63970000,49950000,154920
20-04-2022,157960,17020,382840000,512720,217570000,67930000,70710000,22910000,44950,31700000,46900000,4450,133390000,59630000,43040000,139510
19-04-2022,237000,71790,268280000,427140,187170000,67720000,49850000,22300000,65300,26490000,51280000,4170,20910000,54930000,20090000,181440
18-04-2022,191080,68490,484260000,681760,172210000,69020000,51720000,20780000,52500,20810000,52570000,3320,5110000,46510000,16580000,138130
14-04-2022,214220,244950,294290000,546540,223060000,75330000,58420000,28220000,51610,31600000,56910000,1630,4340000,51600000,18380000,139420
13-04-2022,210550,312500,406700000,563890,189620000,70620000,55120000,21910000,62660,27930000,51690000,2020,3230000,53390000,19230000,132030
12/4/2022,234250,329040,468270000,790540,193950000,79270000,65980000,30970000,74870,32710000,66230000,2060,3820000,55180000,20130000,172390
11/4/2022,177960,315870,608380000,876670,211620000,72250000,59360000,34570000,76960,36880000,57520000,2390,3780000,52110000,20520000,184390
8/4/2022,188340,310080,467830000,654820,185190000,76580000,55010000,24360000,50940,25140000,52480000,2130,4030000,46000000,18380000,142500
7/4/2022,199510,367320,390850000,569390,197280000,77600000,79450000,31410000,48610,26230000,55800000,2000,4950000,68140000,21040000,122810
6/4/2022,166720,366040,649520000,950590,240710000,89060000,89350000,40110000,47180,32470000,70380000,2050,4350000,79060000,29000000,153970
5/4/2022,158220,280280,421110000,500270,209490000,73400000,80080000,23160000,49220,21420000,43660000,2400,4230000,53730000,29730000,147260
4/4/2022,137180,288130,446120000,547680,206000000,76550000,82180000,24340000,41510,25970000,39770000,4040,7010000,50010000,28100000,108440
1/4/2022,178520,324780,632930000,649920,215300000,78750000,54260000,27110000,44250,25940000,51720000,2610,4640000,57090000,19540000,135150
31-03-2022,159720,450850,520000000,545440,282140000,103050000,48990000,33420000,36610,37520000,52340000,2330,4130000,59970000,24190000,155300
30-03-2022,117850,284540,467760000,425380,206580000,92630000,59870000,28160000,38790,19880000,46350000,2330,4020000,56170000,25590000,136040
29-03-2022,2270,387200,478820000,570030,220570000,100590000,73610000,30390000,76190,34320000,48900000,3700,5880000,66150000,31420000,128050
28-03-2022,33910,372250,610270000,628910,193740000,90370000,102510000,29580000,46260,35050000,42550000,3810,4320000,59850000,26220000,181370
25-03-2022,29470,320300,494090000,583250,186560000,80550000,62030000,22570000,37910,24140000,57900000,2640,3580000,49090000,40040000,147900
24-03-2022,84230,307240,491660000,699580,221270000,90130000,68920000,24480000,61000,26400000,87740000,2100,3890000,56800000,31500000,181200
23-03-2022,74540,289180,433960000,536630,226970000,98060000,120680000,25720000,34150,25150000,50210000,2950,3730000,55810000,23720000,153310
22-03-2022,122750,22940,537060000,716470,234860000,81530000,105870000,27600000,45760,35500000,54700000,3730,4240000,64090000,32000000,153280
21-03-2022,75460,77220,406620000,546610,246170000,95810000,81980000,28350000,34840,26830000,59170000,3320,4870000,66540000,30140000,146410
18-03-2022,67270,74250,2310000000,1590000000,566580000,123510000,100410000,43390000,38060,44570000,73070000,3490,8320000,102960000,52130000,150880
17-03-2022,93840,210760,1900000000,1060000000,232030000,75620000,66580000,30820000,40140,28260000,47190000,2940,5820000,72930000,29500000,149830
16-03-2022,80520,293950,4470000000,1790000000,333550000,102300000,84030000,37830000,46300,35580000,67140000,2520,6980000,84960000,40640000,195460
15-03-2022,86940,401690,2250000000,1190000000,287730000,92960000,66840000,34250000,47790,30920000,49200000,2610,5460000,75580000,31720000,220370
14-03-2022,73960,344180,2330000000,991820000,273080000,108730000,71150000,30660000,52360,38810000,38540000,2920,5910000,74090000,31010000,162200
11/3/2022,84510,368190,2790000000,1280000000,238440000,96970000,67040000,27210000,51550,31530000,36720000,1790,4820000,68900000,34690000,262090
10/3/2022,81810,437920,3620000000,1460000000,234120000,105340000,58650000,30630000,55850,27100000,42810000,1580,4810000,135060000,24850000,303270
9/3/2022,95130,594770,3600000000,1520000000,261570000,91460000,59180000,35200000,87110,37030000,49270000,1660,6520000,82660000,31890000,360350
8/3/2022,159170,583110,2670000000,1440000000,308910000,131150000,80400000,48160000,127210,40430000,55750000,2050,6430000,91660000,37510000,447650
7/3/2022,130860,576020,3020000000,1580000000,304720000,96420000,72490000,43160000,81500,45110000,45080000,2360,5710000,86930000,38560000,372190
4/3/2022,125390,493880,3210000000,1500000000,244700000,83820000,67180000,32370000,70860,30450000,43200000,1970,5330000,60980000,32150000,241530
3/3/2022,137150,592030,74110,521360,230880000,76680000,61620000,27310000,57470,24600000,36510000,1920,6080000,65200000,27260000,180210
2/3/2022,141690,651850,80820,740370,233560000,79730000,74640000,31870000,69470,23520000,38960000,1620,5360000,47330000,29450000,227980
1/3/2022,112550,698810,90670,828620,262940000,83470000,74770000,31220000,68560,26500000,41210000,1820,3290000,44870000,27090000,224000
28-02-2022,107190,490800,108070,899190,309030000,95060000,99010000,34630000,55280,38860000,47730000,2430,5040000,57680000,34240000,249270
25-02-2022,114860,523790,83780,828870,241780000,91970000,76070000,32550000,67320,36410000,52890000,2160,4840000,62400000,37630000,229780
24-02-2022,3540,872240,180470,1850000,377160000,141150000,135320000,56990000,107560,54460000,73580000,2750,7070000,100790000,49960000,423050
23-02-2022,47180,440570,64840,636500,256460000,90010000,95260000,37810000,62690,32790000,56650000,1710,4610000,64240000,44480000,154840
18-02-2022,73220,150380,64960,623190,266120000,82770000,68500000,34260000,52870,45620000,76130000,1530,6800000,63600000,37130000,161750
17-02-2022,117790,212550,72630,661980,226160000,69590000,55180000,32460000,60050,38950000,81060000,1430,4670000,64030000,38750000,268550
16-02-2022,155480,401450,41400,416700,194980000,61180000,51290000,29980000,47870,25020000,73270000,1290,5280000,52700000,45820000,141490
15-02-2022,141950,442640,56340,540040,222140000,64290000,57650000,27380000,61870,26710000,70180000,1510,5400000,56970000,42690000,214880
14-02-2022,121200,467070,53600,477240,249430000,86190000,67760000,36360000,57090,34300000,44040000,2180,7200000,83230000,38180000,231020
11/2/2022,177370,554420,69950,607930,289870000,98670000,79650000,39180000,77040,39960000,60550000,1630,7560000,77100000,46160000,239090
10/2/2022,141740,492090,89690,742540,259080000,90870000,66130000,45390000,77910,39330000,51320000,1770,8450000,68270000,49310000,227460
9/2/2022,154600,445620,50920,477820,220300000,71290000,52260000,31280000,52980,40140000,52430000,1830,7740000,68790000,86560000,136720
8/2/2022,154440,467390,92880,664450,211610000,74830000,50730000,32420000,52510,54280000,41040000,1660,6820000,76040000,94730000,142410
7/2/2022,192860,497750,76600,568420,203270000,77250000,60990000,28530000,58940,54970000,37690000,1960,8230000,102620000,88610000,139810
4/2/2022,152120,410930,95490,908750,238700000,82470000,73630000,35100000,47760,58000000,35480000,2010,7790000,253460000,89340000,177710
3/2/2022,205840,465770,50350,549270,310210000,89420000,78860000,43730000,55030,71520000,41020000,1590,9910000,225530000,188120000,173720
2/2/2022,305900,456860,53740,602400,297730000,84910000,66790000,36640000,38340,123200000,54340000,1880,14350000,87330000,58460000,123020
1/2/2022,140790,376840,55200,521740,234440000,86210000,73140000,40950000,48400,68640000,51890000,1930,22570000,59220000,18020000,128880
31-01-2022,156750,359080,61270,601730,311400000,115540000,104440000,46440000,38420,39990000,56470000,2580,20050000,78310000,21580000,139420
28-01-2022,263420,436170,69450,634500,292470000,179940000,134790000,49740000,63810,34360000,54380000,2000,11970000,74390000,21870000,217150
27-01-2022,7180,427800,83520,774540,291780000,121960000,147110000,53480000,82120,32020000,57340000,1920,24320000,77520000,21630000,196040
26-01-2022,44320,459640,107870,1050000,310910000,108280000,104870000,90430000,55620,49130000,75600000,1980,12680000,95600000,28350000,270030
25-01-2022,23440,507220,79680,656030,283300000,115800000,86600000,72850000,53180,46960000,66460000,2060,15150000,90820000,25110000,197800
24-01-2022,47100,511700,153770,1560000,425470000,162710000,152380000,86040000,72350,76690000,91580000,3720,32390000,156040000,38940000,244330
21-01-2022,70260,509100,155800,1420000,388090000,122850000,103420000,57980000,62050,55650000,71900000,2330,58900000,163970000,28710000,225250
20-01-2022,104200,30390,65280,481080,246530000,91420000,70490000,35380000,75610,29910000,43520000,1770,12660000,71970000,16930000,233860
19-01-2022,116540,113150,53770,459810,228590000,94820000,75440000,45930000,73900,28650000,48830000,1780,4350000,53240000,20810000,318490
14-01-2022,108860,364440,50500,415180,214940000,80440000,72920000,39850000,50670,29660000,39580000,2010,7860000,45970000,16870000,174940
13-01-2022,221610,364770,53420,462810,220050000,84510000,97210000,45370000,53380,31440000,53890000,1820,4480000,52190000,14800000,215520
12/1/2022,217500,420620,53950,530960,192300000,74810000,83740000,34370000,55760,26110000,38340000,1730,3790000,50030000,14100000,192980
11/1/2022,121620,481820,61780,505210,214960000,76140000,66060000,29390000,48870,28730000,40410000,1700,3080000,62810000,16230000,184150
10/1/2022,177630,389960,85500,804380,281700000,106770000,91810000,44290000,44530,44410000,59470000,2640,4490000,87800000,24940000,173040
7/1/2022,127010,414430,88360,979250,212830000,86710000,84160000,32720000,57760,29760000,40990000,2430,3380000,46610000,14720000,238930
6/1/2022,116580,476670,63080,701890,229890000,96900000,90340000,39650000,73890,37350000,45420000,1870,5710000,51960000,27960000,238640
5/1/2022,96810,397900,83740,582710,257520000,94540000,80120000,40050000,41190,54620000,49810000,2200,4150000,64300000,20560000,173340
4/1/2022,133390,372850,55590,415810,241070000,99310000,100250000,32670000,44910,28400000,52720000,2290,4390000,70730000,16000000,167710
3/1/2022,99070,317630,41060,338510,199760000,104700000,104690000,28920000,46320,28680000,39240000,2740,3070000,63870000,14560000,168310
31-12-2021,93100,237120,58180,405650,144780000,64060000,40730000,18000000,30390,18140000,26650000,1450,2000000,47830000,12870000,106600
30-12-2021,124670,231160,60960,355720,125580000,59770000,47040000,15990000,30540,15690000,30890000,1560,1630000,37580000,10590000,113430
29-12-2021,4820,283560,63920,456030,133190000,62350000,56150000,15040000,40030,17790000,34310000,1420,1290000,35750000,10750000,138690
28-12-2021,35640,249730,74390,527230,136370000,79140000,60320000,15660000,42750,18250000,42060000,1480,1880000,54710000,16640000,100540
27-12-2021,38910,268490,43900,313320,154760000,74920000,71150000,19950000,39290,15980000,40370000,2520,2060000,58850000,17800000,84230
23-12-2021,82230,270220,56240,573180,164320000,68360000,92710000,19620000,33910,26380000,34300000,1510,1620000,36790000,13990000,104840
22-12-2021,86620,306710,40890,426430,166350000,92140000,93630000,24830000,35700,26320000,39520000,1150,2340000,55040000,16760000,110410
21-12-2021,128440,358780,57880,496710,210020000,91190000,71520000,24740000,45670,28760000,52440000,1350,2320000,55960000,16120000,134150
20-12-2021,128580,36730,57530,531110,212520000,107500000,56480000,28330000,35060,27190000,46180000,1760,3360000,57370000,17900000,105390
17-12-2021,101630,78130,67500,654900,606090000,195920000,100880000,47980000,39310,51020000,71660000,2330,4430000,85760000,40010000,156610
16-12-2021,122850,142540,48200,512120,267110000,150190000,82770000,35030000,56370,33650000,70740000,2230,3140000,60880000,22640000,167780
15-12-2021,110310,294340,80280,821220,249170000,131060000,75170000,35380000,65040,36370000,69830000,2490,2870000,75790000,24680000,161100
14-12-2021,116830,359450,62540,577610,238210000,139380000,70810000,44440000,52450,38450000,66700000,2200,2980000,55980000,20460000,153250
13-12-2021,162590,406600,80370,891670,224940000,153240000,78600000,28900000,31880,27070000,59830000,2090,2520000,62170000,22950000,106060
10/12/2021,133280,397880,68060,798120,206170000,115400000,59660000,38100000,43900,24460000,48880000,1570,2750000,60690000,14530000,142000
9/12/2021,141110,393210,58690,642170,189740000,108920000,59440000,22210000,58890,23270000,48850000,1340,2380000,46060000,16880000,123970
8/12/2021,146870,464850,55590,574330,208050000,117000000,41910000,24760000,28910,24270000,47560000,1150,2220000,45250000,19940000,109690
7/12/2021,162970,496530,56290,550780,261970000,120410000,56080000,31020000,38830,32240000,59310000,1260,3130000,66410000,18790000,129890
6/12/2021,176720,401060,89680,993790,244530000,107500000,81660000,30030000,41150,30620000,65890000,1660,3080000,68860000,21760000,104480
3/12/2021,124770,449970,89200,942770,287690000,118020000,92320000,41780000,54130,41230000,54430000,1740,4830000,80710000,27470000,175180
2/12/2021,145510,668290,54940,608070,252100000,136740000,73110000,30770000,45190,29190000,47290000,1250,3330000,64730000,24400000,172720
1/12/2021,171940,602450,66750,669180,253550000,152420000,68800000,33400000,65420,34060000,48580000,2040,3900000,75140000,30380000,180340
30-11-2021,171820,722480,73660,973460,412490000,174050000,81280000,42890000,68030,42070000,62210000,1950,5610000,80020000,25390000,242860
29-11-2021,172470,675090,58650,532660,222800000,88750000,58390000,28560000,66860,32600000,45500000,1940,2530000,65310000,16650000,151370
24-11-2021,40860,328850,56680,595960,173020000,69460000,67680000,21660000,54620,18040000,43520000,1470,1870000,46560000,13570000,203240
23-11-2021,47430,506990,72480,684350,213560000,96040000,108520000,30430000,93870,27230000,53220000,2420,2320000,73840000,17220000,311350
22-11-2021,96190,465770,76450,717080,240380000,117470000,99220000,31030000,78540,30630000,75430000,1890,2770000,96960000,27120000,352860
19-11-2021,110060,30700,74440,571960,230310000,117310000,64930000,21960000,67980,33700000,53390000,1560,2610000,98920000,26490000,234080
18-11-2021,111030,83980,100370,792380,225120000,137830000,62700000,22460000,63620,35630000,78170000,1620,2010000,114070000,17490000,186060
17-11-2021,145610,174470,73930,664940,184410000,88810000,94340000,19050000,54350,19600000,42850000,1800,2730000,51210000,13600000,172420
16-11-2021,141140,325670,115360,1120000,181240000,59260000,79630000,20890000,77000,18900000,26450000,1520,2080000,44340000,18180000,220430
15-11-2021,117670,343480,53530,495960,164950000,59220000,104330000,16720000,68480,23510000,38490000,1800,2870000,58590000,25080000,221210
12/11/2021,137100,390300,63270,634590,154830000,63800000,76720000,23830000,66390,22360000,41310000,1230,4200000,53790000,25410000,201360
11/11/2021,135950,475440,50370,418610,144380000,41000000,67190000,16850000,82020,16520000,33220000,1420,2870000,45290000,12380000,205310
10/11/2021,170390,555220,96210,761900,192320000,65190000,128410000,25500000,131560,29970000,63620000,1710,2410000,80550000,21870000,352790
9/11/2021,202740,504830,66130,437410,202590000,56790000,177320000,21310000,65110,19530000,64670000,2060,2420000,85900000,17560000,224410
8/11/2021,154220,393950,81080,673210,194100000,55020000,100340000,20900000,67620,23050000,50310000,2810,2890000,61480000,18340000,200410
5/11/2021,133340,531050,44460,409750,223010000,65460000,64890000,22570000,73240,38350000,85130000,1690,5280000,99940000,26870000,299620
4/11/2021,147040,701120,49910,495860,226440000,60400000,76190000,23990000,68460,38410000,115360000,1970,4870000,107060000,22500000,222610
3/11/2021,141500,546580,61050,634680,177490000,54510000,103890000,21500000,67160,27490000,23990000,1450,2330000,67940000,20790000,257430
2/11/2021,153760,429610,65260,630260,175570000,69120000,128210000,26490000,63000,33480000,29410000,1720,3890000,52550000,28350000,145790
1/11/2021,163260,412310,61210,574260,177720000,74590000,168150000,27070000,37060,46920000,26570000,2300,3110000,72180000,31520000,143330
29-10-2021,154410,507310,63390,781570,210860000,124950000,89760000,34770000,57800,43320000,29250000,2070,3830000,129720000,37060000,254510
28-10-2021,165630,491590,88470,865800,186650000,100080000,81640000,26300000,45960,36210000,23420000,2410,2860000,114170000,50810000,220880
27-10-2021,5780,529950,88110,1070000,197760000,56100000,115580000,52590000,48090,85780000,24600000,3230,2280000,54040000,29970000,182800
26-10-2021,50710,467720,57130,559290,196060000,60890000,187250000,28110000,61760,49240000,48590000,1900,2900000,53970000,65650000,197930
25-10-2021,50880,568730,51060,481410,172550000,50720000,188560000,17550000,44830,34410000,23020000,1790,3830000,44520000,38410000,153590
22-10-2021,74370,465360,75690,654770,174010000,58880000,68640000,17450000,83280,50590000,24940000,1500,6190000,62780000,35220000,312810
21-10-2021,107710,567500,105380,1140000,155340000,61420000,94440000,16920000,58680,26290000,18760000,1410,8440000,37630000,16350000,138730
20-10-2021,140030,25720,79870,752030,139670000,58420000,42100000,16540000,73130,23290000,14630000,1660,10620000,42800000,13640000,174080
19-10-2021,152730,82610,80160,488600,140100000,76380000,52140000,17680000,79070,20160000,16150000,1260,7630000,47720000,18790000,166970
18-10-2021,167900,134100,80150,578210,157540000,85590000,72620000,22730000,47030,20400000,18950000,1460,4670000,63480000,21590000,152740
15-10-2021,184580,277950,121480,721140,201850000,67940000,56770000,25380000,52250,30270000,22700000,1200,4120000,103600000,21600000,202630
14-10-2021,169160,399810,59840,697090,171550000,69910000,36740000,27260000,54280,31930000,24360000,1220,2670000,42240000,14300000,164650
13-10-2021,198790,487220,73620,557180,162400000,78760000,42360000,23420000,71900,19660000,18070000,1230,2420000,48500000,14760000,299040
12/10/2021,215450,598180,74850,609890,175530000,73040000,66060000,17970000,42930,36330000,16210000,1060,3230000,36390000,31660000,168110
11/10/2021,188700,653760,73840,683240,131290000,64450000,42600000,19300000,29930,17950000,16340000,1640,2860000,40680000,14710000,114770
8/10/2021,163350,662010,64050,681740,142850000,58770000,50220000,17690000,69580,26530000,15130000,1290,3270000,39960000,15950000,240370
7/10/2021,239500,545010,75680,826290,168650000,61730000,57590000,20430000,41560,25110000,25690000,1240,3560000,48180000,28310000,146410
6/10/2021,274650,459060,116260,1050000,174390000,83220000,43900000,28000000,38890,24360000,29720000,1130,4580000,50660000,26440000,159220
5/10/2021,219520,449620,76630,663880,177490000,80860000,55300000,24990000,27040,32400000,27930000,950,9530000,65380000,35380000,151420
4/10/2021,209580,458010,66920,826830,223380000,98320000,91450000,31350000,35180,51200000,34560000,1450,5000000,90460000,42880000,166180
1/10/2021,178940,389000,94660,1140000,192230000,94640000,51090000,30090000,43510,35360000,24100000,1000,4090000,56710000,14910000,151200
30-09-2021,243240,583190,64320,968230,203200000,89060000,53870000,32340000,66120,38030000,22100000,1280,6620000,56940000,16550000,246370
29-09-2021,226340,424190,48210,728860,182140000,74600000,62830000,26350000,80160,30850000,21840000,790,6220000,51250000,14450000,177390
28-09-2021,5660,476140,60010,896280,241470000,108970000,76140000,43190000,55490,45770000,34310000,1030,4430000,88620000,21710000,215840
27-09-2021,63070,417830,54120,865300,154500000,74150000,84210000,23570000,36110,21880000,24520000,890,2500000,72690000,15210000,137570
24-09-2021,47440,350380,128880,1740000,129340000,53480000,64120000,15000000,41670,22980000,21770000,890,2130000,42320000,18800000,151550
23-09-2021,105200,403410,74540,841540,144600000,64840000,35840000,18600000,43740,20950000,24860000,1090,2530000,47590000,21810000,225460
22-09-2021,108780,381060,93980,1190000,171160000,76400000,45380000,26630000,51990,25060000,26870000,920,4020000,48230000,43690000,172350
21-09-2021,163100,37610,142550,1790000,153290000,75830000,48990000,22360000,41110,25330000,20470000,1380,2250000,55620000,11750000,141620
20-09-2021,156870,75840,77960,1720000,229840000,123480000,74270000,38280000,50980,46520000,34940000,1780,3730000,93380000,19820000,152450
17-09-2021,164580,119930,50160,748100,453630000,129870000,84610000,41370000,66390,53380000,29450000,1600,4150000,92330000,26300000,183250
16-09-2021,221140,298410,60910,195790,157640000,68030000,41770000,19550000,90200,26200000,15600000,840,1830000,51670000,11930000,255270
15-09-2021,279120,418670,63400,790270,193250000,83280000,46070000,28360000,32690,27410000,16650000,890,2760000,59150000,17940000,139300
14-09-2021,200940,414230,65330,720340,171390000,109300000,55570000,21850000,42440,19670000,19980000,1530,3460000,38740000,8710000,197950
13-09-2021,201770,390940,96150,1340000,174430000,102400000,68860000,23650000,47760,22090000,29750000,1260,3060000,51380000,13030000,114310
10/9/2021,151040,411080,75620,1210000,172650000,140890000,45550000,19630000,39090,36840000,24840000,940,3950000,47950000,11550000,136250
9/9/2021,234850,556450,73630,1090000,140370000,57310000,42230000,19930000,43410,15320000,19690000,990,2950000,54380000,9100000,154130
8/9/2021,244740,389330,100480,780680,151550000,74420000,56380000,15050000,45430,18350000,25440000,1080,5420000,61070000,11070000,161260
3/9/2021,110950,313090,88080,1200000,129040000,57870000,45810000,14750000,67190,19850000,28080000,1380,2680000,51570000,7510000,184980
2/9/2021,176850,403310,80210,928700,142460000,71170000,38390000,16290000,36860,32360000,18810000,970,6180000,58510000,14840000,113030
1/9/2021,241160,399500,74380,1480000,157200000,80310000,39610000,18980000,48670,21940000,20180000,960,5630000,72600000,11570000,140120
31-08-2021,147420,325850,71480,1520000,224250000,86450000,62570000,26290000,44560,22450000,25980000,980,2430000,87130000,12350000,170390
30-08-2021,167100,360800,61680,966580,144220000,90960000,55810000,16350000,47980,24430000,26260000,1040,2430000,63840000,13550000,104880
27-08-2021,4280,326060,62470,839540,153360000,55800000,41500000,22610000,61300,28780000,30470000,740,3250000,48050000,11220000,203640
26-08-2021,76860,344290,73790,118440,136200000,48600000,39640000,17670000,55510,20610000,23790000,910,1600000,41980000,7890000,134530
25-08-2021,39370,353740,63540,923130,174490000,58990000,37940000,20010000,56580,15850000,34770000,830,2070000,33610000,9680000,163460
24-08-2021,57630,335890,74260,988820,147830000,48610000,39250000,18180000,52170,19270000,29730000,880,2110000,51040000,9240000,114790
23-08-2021,85500,397290,75370,1090000,164190000,60130000,60790000,22830000,57340,28450000,57580000,1000,2600000,65360000,10940000,156320
20-08-2021,108520,24630,83190,739320,176440000,60550000,44530000,40820000,55720,31190000,67570000,850,3780000,67170000,8700000,107970
19-08-2021,121760,88240,77920,844130,186790000,86960000,42940000,29850000,51430,21780000,76660000,1080,7500000,75660000,12000000,151250
18-08-2021,95510,121200,22360,750740,152360000,86330000,61050000,21810000,46290,19260000,28590000,950,2580000,56090000,10040000,132730
17-08-2021,131220,235300,84140,1060000,159610000,92230000,71160000,20080000,42590,21720000,20460000,1040,2310000,67760000,12330000,144820
16-08-2021,101670,334840,2410,859090,157030000,103560000,69310000,22520000,42360,22400000,21120000,1270,2030000,66570000,11230000,137700
13-08-2021,123010,272030,75270,795540,126450000,59380000,50190000,18250000,53760,15950000,18310000,1230,2180000,41130000,7200000,144810
12/8/2021,186990,352470,81070,965630,150500000,73780000,53050000,14570000,66980,16520000,15190000,1120,1690000,46480000,7180000,137120
11/8/2021,161900,513290,75430,950120,152590000,48490000,29400000,13960000,70050,15350000,18590000,1280,1670000,58940000,8400000,185440
10/8/2021,157510,452130,80550,1120000,150540000,69020000,40300000,18620000,62930,19410000,17920000,1190,1960000,48250000,7470000,182560
9/8/2021,180000,598380,117080,1440000,138300000,48910000,44150000,16120000,118530,17770000,14640000,1640,1370000,42960000,7800000,289540
6/8/2021,153150,537140,111930,1060000,153250000,54130000,46870000,16590000,113950,20490000,17850000,1260,1920000,52750000,8930000,323150
5/8/2021,125230,416330,130600,1650000,152620000,46400000,38760000,13900000,42430,17870000,21140000,1080,2560000,48670000,10250000,169840
4/8/2021,142590,582920,79220,1230000,193180000,56370000,51010000,16190000,72930,19680000,23130000,960,2040000,43680000,14180000,244680
3/8/2021,120860,509940,260,158450,166870000,64790000,64860000,17880000,45850,20760000,30180000,1130,2580000,83150000,12410000,103450
2/8/2021,110950,448200,74810,970670,157330000,62880000,100850000,16270000,52010,21630000,21740000,1240,2100000,67080000,13180000,159760
30-07-2021,161870,303700,98450,1030000,189000000,70440000,88970000,20940000,43330,25580000,18350000,890,2540000,199310000,15980000,157140
29-07-2021,118450,294460,75300,642750,177410000,56700000,91180000,18170000,70550,31720000,19080000,1040,1740000,110400000,33410000,212070
28-07-2021,3880,318910,148920,968940,202000000,118930000,48020000,33570000,54850,95130000,20220000,980,2390000,59990000,29680000,209780
27-07-2021,46960,333120,100240,1250000,220400000,104820000,98440000,33600000,80910,54710000,24890000,1100,2760000,82640000,15710000,177040
26-07-2021,49420,395740,177630,1890000,168930000,72430000,76010000,23180000,40290,30570000,20390000,1110,2250000,58000000,14930000,204550
23-07-2021,73870,274780,66150,961670,165310000,71450000,43810000,22770000,39880,41510000,19570000,840,3820000,48730000,33690000,236760
22-07-2021,102160,435180,64870,1020000,138610000,77340000,45320000,23380000,48080,14300000,32380000,950,4330000,65310000,12390000,193320
21-07-2021,111930,503030,118340,1510000,156240000,74990000,41860000,24360000,50530,20750000,37100000,980,11910000,46380000,9280000,218640
20-07-2021,118400,29740,97460,1200000,276120000,96350000,46460000,26260000,64680,26320000,43470000,1110,6930000,65110000,11020000,221140
19-07-2021,124160,82570,77480,802780,204010000,121440000,63890000,32940000,86390,27970000,74910000,1580,3890000,75690000,14370000,249680
16-07-2021,89980,133930,70480,619620,172330000,93250000,49110000,26190000,78280,20420000,68820000,880,3440000,80870000,11030000,184660
15-07-2021,117590,368680,76950,645060,163320000,106820000,60630000,22600000,35260,24220000,55060000,910,5710000,63710000,14780000,175610
14-07-2021,137350,528360,69560,1050000,156740000,127050000,64920000,23110000,65100,23750000,38010000,960,4660000,65930000,13890000,229880
13-07-2021,104040,444080,60040,717850,134410000,100830000,62900000,26120000,50730,19250000,29070000,970,2750000,76920000,11460000,242180
12/7/2021,127070,397930,63240,540100,135330000,76300000,77780000,18930000,43370,17670000,32200000,1420,1780000,51430000,10020000,201420
9/7/2021,115680,422150,67140,1420000,158930000,99890000,54420000,23920000,45500,18630000,29660000,1190,2780000,74960000,13020000,185580
8/7/2021,148550,529690,108090,1820000,178030000,105580000,68320000,24620000,59520,23790000,50330000,1570,3270000,103610000,14410000,249340
7/7/2021,124620,607970,72030,1320000,151620000,104910000,56380000,23260000,50060,24060000,41840000,1140,2720000,106560000,14220000,171080
