Date,Natural_Gas,Crude_oil,Bitcoin,Ethereum,Nasdaq100,Apple,Tesla,Microsoft,Silver,Google,Nvidia,Berkshire,Netflix,Amazon,Meta,Gold
4/4/2023,149120,343570,64060,658370,227660000,44430000,126460000,25780000,80730,24270000,36640000,4350,3290000,48360000,20980000,810
3/4/2023,173580,547130,98000,657580,247210000,54970000,169550000,24840000,59790,24550000,39620000,6530,4400000,40900000,17890000,740
31-03-2023,164650,304360,98440,579010,317690000,68750000,170220000,32700000,59670,36860000,43390000,4390,5610000,56750000,25390000,960
30-03-2023,153730,269740,122510,607740,222670000,46810000,110250000,24990000,67100,32790000,35640000,4250,7120000,52070000,22550000,10120
29-03-2023,3490,312670,109320,564930,269550000,51310000,123660000,25090000,190,28780000,39370000,4010,6290000,49780000,18850000,88560
28-03-2023,62600,328470,94160,561330,203480000,45580000,98650000,21840000,60,31930000,35480000,3900,6480000,38560000,19090000,183580
27-03-2023,39810,353600,107240,607000,224950000,50420000,120850000,26760000,50,31050000,36020000,5540,8620000,46500000,18450000,107040
24-03-2023,122740,380850,110360,602300,260670000,59260000,116530000,28200000,20,30410000,45540000,4490,13000000,56150000,27730000,118690
23-03-2023,106540,335240,158460,767730,297180000,67220000,144190000,36380000,,40570000,56180000,4350,15600000,57320000,27170000,74550
22-03-2023,133980,337640,262030,933240,279130000,69170000,150380000,34730000,20,43200000,79260000,4190,5740000,57090000,28040000,60530
21-03-2023,151460,26350,438780,779810,302520000,73760000,153390000,33990000,60,41870000,54520000,4490,4840000,57860000,31480000,65170
20-03-2023,101860,76870,503900,716260,291230000,73470000,129680000,42780000,10,32890000,43150000,6050,5110000,60960000,25140000,69060
17-03-2023,101400,152260,674960,975130,715660000,98940000,133200000,69530000,60,61030000,84850000,5260,6920000,87300000,50140000,67460
16-03-2023,93850,327120,462580,660140,344260000,76020000,121370000,53640000,50,65270000,58490000,5110,7910000,84250000,50820000,34770
15-03-2023,117570,555160,614310,1020000,343360000,75960000,146000000,45770000,20,50190000,51770000,5180,9170000,69740000,42120000,84730
14-03-2023,93920,432860,753060,1360000,324300000,73370000,143720000,33340000,60,35490000,47150000,4090,5770000,60430000,41020000,261280
13-03-2023,146570,457420,733630,1300000,351060000,84460000,167790000,33340000,20,37340000,42190000,6040,6290000,72400000,24680000,452330
10/3/2023,127170,371830,655270,1010000,308680000,68570000,191490000,28330000,50,35940000,47490000,4540,5760000,69830000,25670000,345810
9/3/2023,138150,349960,468760,764770,275900000,53450000,170020000,26480000,10,28460000,49940000,4170,7420000,55590000,26510000,228470
8/3/2023,132610,335930,316510,478440,234180000,47200000,151900000,17340000,80,34100000,51360000,4030,3480000,44900000,19430000,208290
7/3/2023,149480,398240,304750,460100,259810000,56180000,148130000,21470000,60,27840000,51520000,4410,4550000,49100000,36700000,248230
6/3/2023,246370,292350,215310,322160,239560000,87560000,128100000,24110000,120,32640000,43740000,6260,5660000,52110000,33210000,136220
3/3/2023,185070,374200,344630,783740,279000000,70500000,154190000,29280000,46,35080000,40940000,4530,5940000,54850000,43850000,158960
2/3/2023,134240,260330,249260,440630,245370000,52090000,181980000,24750000,32,32020000,38150000,3990,4880000,54130000,17330000,139760
1/3/2023,157120,342120,328770,497120,248480000,55220000,156850000,26530000,580,30920000,45520000,4210,4880000,51910000,29180000,182580
28-02-2023,160840,300090,275100,411490,316620000,50550000,153140000,22490000,510,30140000,45600000,4050,3680000,43960000,46050000,184510
27-02-2023,238900,266090,297650,458530,225910000,45000000,161030000,21190000,7500,27500000,45300000,6500,6140000,47470000,19280000,130430
24-02-2023,3050,313040,367990,548070,263450000,55470000,142230000,24990000,51630,36590000,58970000,4640,6830000,57050000,19790000,400
23-02-2023,57090,333840,417460,529750,284880000,48390000,146360000,29220000,52990,41210000,111800000,4090,13240000,48470000,20020000,650
22-02-2023,57850,332020,400240,560400,265180000,51010000,191830000,22490000,50980,30880000,51320000,4090,4550000,59530000,20570000,570
21-02-2023,175520,35480,395970,554520,291790000,58870000,180020000,28400000,86910,33630000,41000000,6410,5710000,56580000,32720000,210170
17-02-2023,132580,93270,523850,617210,265450000,59140000,213740000,30000000,67930,34280000,46590000,4010,5290000,60030000,24170000,40
16-02-2023,101080,117600,484500,894270,294550000,66840000,229590000,29190000,56290,39900000,40880000,3790,5190000,54400000,25710000,220
15-02-2023,106900,264490,401530,627070,248820000,65470000,182110000,28360000,55510,50050000,42010000,4330,3950000,47440000,24920000,370
14-02-2023,120080,299940,378390,705280,274380000,61710000,216460000,37050000,73820,54730000,67550000,3890,4620000,56200000,23970000,660
13-02-2023,144730,301300,312040,681850,256040000,61860000,172480000,44430000,48510,49880000,47340000,5470,7120000,52660000,31410000,570
10/2/2023,135220,356060,352790,523330,266990000,57450000,204750000,25820000,68260,54980000,55070000,4100,7290000,52740000,33430000,30
9/2/2023,112910,324160,425440,702210,310650000,54900000,215430000,39680000,67990,118940000,52100000,3740,6880000,63780000,36920000,220
8/2/2023,93350,353470,289120,447570,306970000,63470000,180670000,54250000,56970,94420000,54740000,4000,6140000,75280000,35960000,230
7/2/2023,119360,408280,318980,481910,319730000,83030000,186010000,50450000,72080,48130000,66110000,4100,6250000,115900000,45700000,300
6/2/2023,64960,380030,278580,401030,252290000,68020000,186190000,22440000,66940,31630000,45130000,5010,4980000,80860000,42480000,420
3/2/2023,63360,413410,349360,489790,343680000,154360000,232660000,29080000,111870,65310000,42940000,4600,9400000,144380000,76810000,990
2/2/2023,70790,339760,382860,685270,406800000,104480000,217450000,39180000,110840,66960000,55960000,4590,7820000,147040000,150480000,750
1/2/2023,88090,360860,333180,505440,349600000,76770000,213810000,29930000,65330,33580000,65550000,4420,7970000,76150000,47550000,2290
31-01-2023,80030,312730,289380,368940,316870000,65870000,196810000,26540000,66630,29870000,49800000,3910,5660000,66530000,29270000,1910
30-01-2023,61800,327430,339620,630550,278710000,62980000,230880000,25690000,56120,26980000,48670000,5260,5060000,68380000,28040000,27220
27-01-2023,128690,367590,310360,533750,344540000,70560000,306590000,26500000,180,33880000,54210000,4190,6700000,87780000,35770000,2330
26-01-2023,222210,291060,320970,552260,270090000,53650000,234820000,33160000,1350,30040000,48530000,3870,7620000,68520000,25370000,2100
25-01-2023,152920,297230,388180,681590,257780000,64690000,192730000,66360000,330,42200000,44760000,3770,7590000,94260000,26620000,1270
24-01-2023,133730,288210,334170,493470,218610000,63710000,158700000,34490000,580,32700000,48750000,3540,11250000,66930000,21740000,1080
23-01-2023,139300,297080,327850,436570,289730000,81570000,203120000,31510000,430,39910000,65300000,5280,15420000,76500000,26900000,970
20-01-2023,106740,300150,373740,472150,343980000,80220000,138860000,35390000,30,63190000,56500000,3830,28430000,67480000,28690000,165270
19-01-2023,99670,321130,275760,329040,260020000,58070000,170290000,28380000,70,36900000,45140000,3630,16270000,69000000,28460000,214250
18-01-2023,119850,326230,388670,801710,270510000,69670000,195680000,30030000,90,29120000,43960000,4120,7810000,79570000,20150000,218970
17-01-2023,143310,267910,310040,536730,262000000,63420000,186480000,29720000,130,32530000,50940000,5660,9210000,72760000,21090000,710
13-01-2023,112100,189320,426670,552050,229400000,57810000,180710000,21330000,120,26330000,44730000,3860,8290000,85550000,22420000,247880
12/1/2023,123740,188060,522010,960620,264980000,71250000,169400000,27170000,120,30130000,55020000,3780,10820000,85250000,30700000,265170
11/1/2023,133200,179830,291530,509990,279250000,69120000,183810000,28390000,57030,26740000,35250000,3610,9560000,103130000,25370000,222250
10/1/2023,112230,164980,247140,487240,231650000,63430000,167640000,26870000,42920,30390000,38330000,3480,13020000,67760000,28070000,170510
9/1/2023,130280,154200,301240,629220,274100000,70500000,190280000,27040000,47840,28910000,50340000,5500,6760000,65270000,26470000,204550
6/1/2023,105050,95220,233470,369540,315740000,87760000,220910000,43610000,57030,41380000,40500000,3880,8960000,83300000,27580000,215370
5/1/2023,116680,112450,178960,289490,279980000,79970000,157990000,39230000,42920,26940000,38850000,3430,8320000,67930000,25450000,188600
4/1/2023,99760,149770,247390,504280,292080000,88460000,180390000,50280000,47840,33840000,43040000,3720,9280000,68890000,32230000,198350
3/1/2023,116840,139840,178730,219980,294370000,111680000,231400000,25680000,47840,28080000,40060000,5260,6580000,76710000,35380000,212270
30-12-2022,62280,297230,192760,285770,224600000,77030000,157780000,21940000,40890,23990000,31050000,3360,7570000,62400000,19580000,107500
29-12-2022,78440,288210,181470,272590,229870000,75480000,221920000,19740000,36900,22600000,35420000,3040,9560000,55000000,22300000,105990
28-12-2022,1720,297080,217960,407450,211420000,84900000,221070000,17200000,34290,19020000,35020000,3030,5930000,58230000,19550000,118080
27-12-2022,41150,300150,192180,290020,220910000,68750000,208640000,16420000,45230,19680000,46250000,4470,5690000,57280000,20860000,159620
23-12-2022,87380,321130,184120,301170,191780000,63820000,166990000,21210000,31560,23000000,34930000,2800,4250000,57430000,17760000,105460
22-12-2022,82270,326230,198280,383630,305750000,77590000,210090000,28620000,46200,27430000,56400000,3220,7790000,81430000,23000000,175770
21-12-2022,55520,267910,174340,269180,238180000,85750000,145420000,23670000,36770,24710000,32440000,3040,6340000,59270000,20360000,110180
20-12-2022,77840,189320,284570,497610,264630000,77080000,159560000,25080000,72520,23180000,40220000,2740,6770000,74350000,28660000,197500
19-12-2022,65660,188060,207930,337020,286390000,79150000,139390000,29630000,33180,28770000,35320000,3810,6140000,83530000,29460000,86090
16-12-2022,48450,179830,303560,829230,861670000,160160000,139030000,86100000,51260,58010000,47820000,2990,14080000,146140000,67060000,128750
15-12-2022,63690,164980,263440,446340,325710000,97250000,122330000,35490000,61900,39960000,47780000,3380,17620000,84800000,34470000,185320
14-12-2022,52190,154200,318980,614310,296000000,82290000,140680000,35410000,51520,28730000,49690000,2910,7540000,70300000,36660000,143800
13-12-2022,55830,95220,328710,717710,349650000,93730000,175860000,42120000,74310,40520000,65550000,3040,10740000,100210000,44270000,230910
12/12/2022,62490,112450,249390,395620,245830000,70310000,109790000,30430000,39130,29420000,45480000,3860,9910000,62000000,23380000,107780
9/12/2022,48190,149770,260840,437550,243900000,76100000,104870000,20610000,53440,28230000,46530000,2780,14360000,67400000,26030000,150940
8/12/2022,49950,139840,261640,447070,238470000,61910000,97620000,22550000,44880,32140000,51310000,2650,7170000,73310000,29510000,116270
7/12/2022,67440,88524,244360,422120,228210000,69510000,84210000,20430000,51540,30980000,37160000,2890,7760000,68090000,28580000,155570
6/12/2022,42690,112450,246190,342160,233860000,64520000,92150000,22430000,49860,24850000,35190000,2730,7170000,75500000,43690000,127860
5/12/2022,48480,149770,268720,430540,229010000,68390000,93120000,22560000,72920,24310000,35010000,4130,8300000,71540000,35400000,179820
2/12/2022,29960,139840,227010,393370,235050000,65450000,73650000,21530000,74940,21480000,37140000,2790,12690000,72500000,39950000,183720
1/12/2022,94560,88524,266140,453590,257490000,71250000,80050000,26040000,73640,28690000,47100000,2950,14660000,68490000,36490000,226150
30-11-2022,107310,43533,348220,858510,496420000,111380000,109190000,47590000,63510,43650000,56530000,3170,16070000,102810000,43150000,192240
29-11-2022,101680,381870,271580,549930,197040000,83760000,83360000,17960000,46730,20060000,29840000,2640,5790000,65570000,23900000,127320
28-11-2022,3650,405030,284840,518170,238840000,69350000,93040000,24810000,59180,26250000,30420000,4030,4710000,75060000,23300000,132770
25-11-2022,35510,266450,204070,426960,101460000,35200000,50670000,9200000,30820,9700000,16790000,2660,3240000,35090000,12010000,134300
23-11-2022,59050,379150,305080,688960,180620000,58300000,109540000,19510000,20920,18870000,42720000,2920,5920000,59410000,21340000,167770
22-11-2022,73120,269620,287210,815180,217730000,51800000,78450000,19670000,22910,23440000,47290000,2820,6250000,62190000,29030000,153090
21-11-2022,107820,21980,372150,981810,220280000,58720000,92880000,26390000,49270,21650000,40470000,3860,7260000,84330000,24350000,166080
18-11-2022,102560,96580,241960,388690,247580000,74830000,76050000,27610000,45480,28340000,49210000,2680,8400000,72430000,33360000,137330
17-11-2022,106770,138480,257000,567610,234820000,80390000,64340000,23120000,68300,26050000,71090000,2590,9840000,82620000,35090000,169100
16-11-2022,112920,225670,295730,705310,253720000,64220000,66570000,24090000,71720,29110000,64950000,2630,8040000,87960000,32440000,200760
15-11-2022,76930,331710,337150,686180,291010000,89870000,91290000,31390000,94520,41640000,54590000,2910,14630000,111340000,50550000,283020
14-11-2022,110910,315450,442460,1010000,272450000,73370000,92230000,31120000,63150,30180000,52790000,4030,17970000,99530000,53150000,191350
11/11/2022,110490,301660,466350,1450000,318510000,93980000,114400000,34620000,77860,33090000,65550000,3330,9570000,111590000,59040000,227040
10/11/2022,101640,340010,720740,2190000,451830000,118850000,132700000,46270000,92920,51620000,70080000,3160,9670000,173410000,80670000,305720
9/11/2022,134650,388300,869570,2920000,296280000,74920000,127060000,27850000,80560,31770000,45440000,2600,7270000,90800000,107680000,239650
8/11/2022,146540,344220,865100,2870000,263380000,89910000,128800000,28190000,95950,30430000,59530000,2520,7680000,88700000,51440000,297620
7/11/2022,171260,322420,414240,719300,266260000,83380000,93920000,33500000,76410,34080000,41010000,3640,7930000,77500000,81990000,187590
4/11/2022,117250,354060,499500,1070000,352980000,140820000,98620000,36790000,101280,51120000,61260000,2690,11120000,129100000,55640000,293520
3/11/2022,98530,239820,347230,631900,312830000,97920000,56540000,36630000,69420,61290000,50010000,2550,7060000,136680000,59770000,254700
2/11/2022,104850,280960,420230,1140000,342400000,93610000,63070000,38410000,60590,57040000,67260000,2640,10370000,135760000,71180000,220930
1/11/2022,136650,274320,302720,593310,258910000,80380000,62690000,30590000,74280,47160000,43280000,2450,6920000,153370000,109620000,197980
31-10-2022,128750,285340,327470,938650,304150000,97940000,61550000,28360000,35790,31680000,48630000,3850,7510000,99250000,120760000,128410
28-10-2022,84710,263400,318900,966350,355960000,164760000,69150000,40650000,50430,43700000,52100000,2870,9960000,223130000,94780000,196360
27-10-2022,1730,292560,365490,1020000,343350000,109180000,61640000,40420000,58010,60710000,58310000,2390,14610000,129610000,230410000,189290
26-10-2022,36780,287180,427990,1430000,330320000,88440000,85330000,82680000,55630,88280000,53550000,2510,15750000,69000000,89290000,186930
25-10-2022,39950,240440,371540,1280000,275480000,74730000,96510000,34780000,54440,40610000,50550000,2450,15100000,50930000,37730000,182800
24-10-2022,69670,250730,286940,665580,280870000,75980000,100450000,24910000,61360,27180000,51750000,3780,13330000,49530000,63430000,171020
21-10-2022,101730,272800,294660,525540,324070000,86550000,75710000,26300000,85070,32460000,60950000,2360,24890000,55660000,46150000,271100
20-10-2022,104220,18180,253200,483190,241400000,64520000,117800000,21810000,57780,25320000,65240000,2210,17210000,48800000,26360000,163730
19-10-2022,107160,71310,209280,406740,223790000,61760000,66570000,19990000,36440,23810000,52310000,2240,46690000,47200000,30690000,179250
18-10-2022,102090,97300,290070,625850,246560000,99140000,75890000,26330000,39820,24060000,65940000,2790,25780000,65610000,25280000,163170
17-10-2022,132420,172020,248400,498150,293320000,85250000,79430000,28140000,52190,28420000,58080000,3370,21060000,62780000,29460000,148890
14-10-2022,96730,237030,400450,734030,299490000,88600000,94120000,30200000,69610,25410000,71340000,3980,15290000,67740000,23560000,183170
13-10-2022,131390,298030,455130,1090000,355130000,113220000,91480000,42550000,73300,34570000,85010000,2580,17510000,86870000,34330000,237010
12/10/2022,112380,332270,242180,418570,234880000,70430000,66860000,21900000,57220,21880000,49260000,2750,12950000,45730000,34610000,131770
11/10/2022,106890,333160,288570,498630,285800000,77030000,77010000,30470000,60400,26510000,66750000,2130,15280000,56430000,37650000,171810
10/10/2022,114240,289510,243770,451440,247710000,74900000,67930000,29740000,59200,18230000,69870000,3410,9990000,42340000,23840000,157150
7/10/2022,124710,429160,263500,574760,325370000,85930000,83920000,37770000,60630,27500000,67250000,2410,9810000,54680000,33210000,157450
6/10/2022,109940,235300,370600,680650,224260000,68400000,69300000,20240000,49260,22320000,64420000,2110,9190000,42250000,36230000,139440
5/10/2022,80870,329790,352760,564420,220460000,79470000,86980000,20350000,80040,22180000,50710000,2160,10830000,48220000,27900000,173220
4/10/2022,121680,302550,368170,550050,282890000,87830000,109580000,34890000,73440,28850000,58420000,2500,13930000,62810000,34540000,205080
3/10/2022,104480,287170,333030,604190,291050000,114310000,98360000,28880000,98660,27980000,54750000,3150,8660000,50940000,27720000,215490
30-09-2022,97370,253150,490290,866630,332570000,124930000,67730000,35690000,53860,32940000,56560000,2740,11850000,59480000,33170000,179990
29-09-2022,85720,286130,449570,871660,286170000,128140000,77620000,27480000,59250,31050000,53280000,2790,18990000,58970000,38990000,201960
28-09-2022,1870,324680,581190,1080000,286310000,146690000,54660000,29030000,83800,32470000,54240000,2540,17580000,55760000,32660000,279820
27-09-2022,130920,283610,660120,1000000,251060000,84440000,61930000,27020000,63090,30070000,55390000,2960,7760000,60090000,30550000,197060
26-09-2022,81080,280930,516030,1050000,258790000,93340000,58080000,27690000,81810,27070000,54730000,3440,8230000,62720000,30500000,219860
23-09-2022,123600,334270,431150,1160000,275270000,96030000,63750000,34180000,82520,31630000,66330000,3090,11210000,65130000,31710000,243050
22-09-2022,94310,303490,448630,1110000,254510000,86650000,70550000,31060000,63370,34300000,75920000,2740,10020000,55230000,34420000,241280
21-09-2022,60250,339680,446850,1390000,263450000,101700000,62560000,28630000,70730,31490000,80770000,2510,9170000,58500000,38010000,227940
20-09-2022,42910,26230,361180,765140,223970000,107690000,61640000,26660000,42270,26520000,52480000,2350,16040000,47700000,23130000,143930
19-09-2022,87550,59630,423430,1110000,231530000,81470000,60230000,26830000,44270,23040000,56970000,3150,17910000,47280000,22170000,141170
16-09-2022,96570,87830,315590,829010,728590000,162280000,87090000,39790000,58150,42800000,67080000,2740,18910000,115670000,39980000,217230
15-09-2022,127210,235360,358420,1660000,282270000,90480000,64800000,31530000,50660,34190000,52360000,2470,19450000,52890000,34390000,268090
14-09-2022,137210,335380,374220,858280,273280000,87970000,72630000,23910000,47430,26400000,58850000,2650,8230000,45320000,42820000,163290
13-09-2022,108830,348000,485320,1300000,361850000,122660000,68230000,33350000,76430,38170000,71500000,2900,8000000,72690000,44230000,232700
12/9/2022,106170,275100,431980,727780,226040000,104960000,48670000,18750000,82320,22970000,48420000,3020,6050000,53830000,23220000,154370
9/9/2022,90500,305190,480370,969870,228580000,68080000,54470000,22090000,43860,23210000,48710000,2320,6700000,49420000,22070000,154710
8/9/2022,,342760,291430,772840,231140000,84920000,53710000,20320000,53200,24240000,62490000,2100,6740000,43990000,22260000,184180
7/9/2022,127190,380780,319100,976590,237420000,87450000,50030000,24130000,49640,23170000,51270000,2120,8150000,47830000,16780000,173620
2/9/2022,103170,277530,272220,1040000,249110000,76960000,50890000,22860000,62960,24160000,74320000,2580,8160000,57430000,22630000,174680
1/9/2022,94240,305110,275080,823900,277400000,74230000,54290000,23260000,66960,28360000,117890000,2540,7290000,56640000,30150000,198620
31-08-2022,86290,344150,318170,1070000,315420000,87990000,52110000,24790000,63460,28630000,57370000,2460,8620000,53650000,40750000,176730
30-08-2022,76600,386270,308410,1140000,232450000,77910000,50540000,22770000,58000,27510000,53020000,2190,5740000,49200000,19420000,130660
29-08-2022,1200,283460,248040,931760,219650000,73310000,41860000,20340000,33390,21190000,49610000,3170,7110000,48100000,20050000,156220
26-08-2022,33980,288390,322160,1340000,308680000,78960000,57160000,27550000,53720,37250000,76910000,2540,5350000,53320000,24020000,176900
25-08-2022,25830,279880,190150,677670,209030000,51220000,53230000,16580000,46310,16960000,77070000,2180,3770000,37500000,15460000,117570
24-08-2022,72190,320390,202400,827200,179360000,53840000,57260000,18140000,42820,17730000,52270000,2180,5430000,38630000,20800000,112650
23-08-2022,86530,285610,228650,1050000,179390000,54150000,63990000,17530000,52280,15870000,37000000,2210,5280000,36250000,18110000,145260
22-08-2022,60480,24870,251830,1040000,222570000,69030000,55840000,25060000,55520,21460000,40960000,3610,8630000,50460000,19500000,142860
19-08-2022,69810,58710,339470,1590000,248830000,70350000,61400000,20570000,55570,21810000,44160000,2660,7500000,47790000,26240000,138700
18-08-2022,112100,80030,160970,675270,189700000,62290000,47500000,17190000,46160,17990000,41540000,2160,5280000,37460000,18760000,124320
17-08-2022,88680,230350,239530,1100000,197260000,79540000,68770000,18250000,49570,22850000,44680000,2520,5630000,48150000,20120000,137830
16-08-2022,104090,305370,201700,725780,180390000,56380000,88140000,18100000,41920,19040000,45120000,2740,5140000,59100000,21160000,94400
15-08-2022,80220,275440,279280,1090000,166360000,54090000,89360000,18090000,55090,19490000,45770000,3070,6530000,39010000,15880000,137770
12/8/2022,68130,264950,194960,834690,209250000,68040000,79660000,22620000,46590,19100000,47810000,2360,6100000,47640000,21160000,118650
11/8/2022,141750,341230,285360,1310000,198560000,57150000,70160000,20070000,56530,24290000,50930000,2340,8780000,44870000,23990000,121260
10/8/2022,111810,383770,243610,1520000,255820000,70170000,94920000,24690000,65020,30930000,59740000,2310,9250000,54770000,30080000,154590
9/8/2022,88510,347050,169620,960580,214960000,63140000,86240000,23410000,53850,19090000,66830000,2240,6180000,40430000,18660000,120510
8/8/2022,117790,340160,197940,951020,202550000,60360000,99370000,18760000,68070,19170000,98380000,3130,11000000,52300000,27220000,103680
5/8/2022,111700,350020,208900,1210000,215100000,56700000,113170000,16770000,62130,19160000,38610000,2260,5540000,50690000,25770000,168900
4/8/2022,102540,334930,181190,881560,221800000,55470000,72260000,18100000,49820,21600000,40970000,2600,7140000,70590000,23790000,153290
3/8/2022,134210,395100,174660,906080,284790000,82510000,80090000,23520000,47270,28500000,41810000,2570,6400000,71830000,31720000,151730
2/8/2022,106080,328540,177300,1250000,215110000,59910000,95580000,22750000,64540,20240000,48950000,2270,6360000,61920000,27370000,174170
1/8/2022,104020,365290,162330,959530,226460000,67830000,117040000,21540000,58520,26030000,47650000,3450,5530000,76850000,40600000,133740
29-07-2022,77770,349370,221660,1440000,340160000,101790000,95310000,32150000,64590,37220000,43550000,2890,9060000,148890000,41910000,136890
28-07-2022,89240,318400,268320,1870000,257670000,81380000,84720000,33460000,86520,32820000,47460000,2190,8970000,82250000,72590000,192860
27-07-2022,105220,321900,242660,1800000,304740000,78620000,88110000,45990000,62260,59860000,56980000,1940,10510000,61580000,39180000,144870
26-07-2022,146560,310040,201570,1420000,229650000,55140000,66820000,39350000,40820,47990000,39790000,1930,9510000,67080000,26570000,147370
25-07-2022,79050,279000,206930,1650000,190240000,53620000,64070000,21060000,43120,34690000,48070000,2530,10940000,50220000,26170000,160720
22-07-2022,86580,307570,197540,1430000,236150000,66680000,103470000,21880000,47280,48900000,53670000,1990,17810000,51460000,41930000,200620
21-07-2022,84550,318910,217080,1550000,222300000,65090000,142030000,22400000,58420,32680000,55700000,2270,23430000,60240000,26090000,248880
20-07-2022,75270,28960,281310,1650000,239690000,64820000,88860000,22790000,42470,35600000,76050000,2210,53920000,71270000,24520000,174470
19-07-2022,58010,63150,308910,2180000,267090000,82980000,80890000,25010000,36800,36530000,70240000,2160,28180000,60990000,25760000,131770
18-07-2022,52890,84670,279720,2370000,231200000,81420000,82540000,20980000,42250,43160000,67050000,2770,16320000,59120000,23570000,157540
15-07-2022,49320,240770,164670,1740000,264000000,76260000,69680000,29770000,53070,46770000,38590000,1650,16320000,84320000,22490000,176800
14-07-2022,69080,387530,205280,1860000,204760000,78140000,78560000,25100000,82270,37000000,45620000,1990,9040000,51160000,23520000,266350
13-07-2022,67360,347190,249380,2480000,204070000,71190000,97950000,29500000,63750,43720000,52190000,1800,12730000,61350000,16510000,300550
12/7/2022,73230,398550,167910,1490000,208960000,77590000,87930000,35870000,53270,29960000,45850000,1670,6850000,54280000,16580000,255170
11/7/2022,70940,348570,160200,1340000,198970000,63310000,99510000,19520000,38600,31240000,43840000,2520,6050000,53540000,21910000,171900
8/7/2022,,327460,439900,1450000,175250000,64550000,101850000,19660000,43110,38240000,46800000,2020,5840000,45720000,19160000,189180
7/7/2022,127670,379860,115810,1180000,224250000,66250000,81930000,20860000,42480,40940000,49290000,1960,6330000,57870000,23890000,151260
6/7/2022,73510,444110,105240,1420000,205560000,74060000,71850000,23820000,66250,37430000,52910000,1710,5750000,66960000,23040000,258820
1/7/2022,106970,305340,150180,1890000,223730000,71050000,74460000,22840000,75670,35480000,57760000,1720,5200000,73020000,31420000,249490
30-06-2022,182580,362890,127730,1710000,293080000,98960000,94600000,31730000,61100,43170000,68610000,1690,7890000,97680000,34980000,208900
29-06-2022,82210,322060,98970,1540000,191330000,66240000,82900000,20070000,53000,24720000,48240000,1630,5770000,66380000,28530000,155540
28-06-2022,2460,306750,83830,1320000,244750000,67320000,90670000,27380000,42010,35880000,46190000,1880,7200000,75170000,27670000,111400
27-06-2022,33100,282910,84690,1070000,218400000,70210000,89180000,24620000,48090,36420000,42800000,2400,8360000,62130000,29170000,143820
24-06-2022,26570,321590,104560,1660000,428180000,89120000,95770000,33920000,72540,41160000,47220000,2120,12420000,69870000,61350000,139720
23-06-2022,78030,346360,110700,1570000,231630000,72430000,104200000,25860000,71940,28360000,46370000,2570,9540000,64350000,40340000,167070
22-06-2022,92470,432720,125940,1580000,240320000,73410000,101530000,25960000,55920,30770000,43800000,1870,12010000,60040000,47060000,149550
17-06-2022,103760,103150,136270,1450000,648780000,134520000,92640000,43080000,43900,51380000,63030000,2230,12130000,99770000,31370000,141720
16-06-2022,137430,162540,144000,1760000,326710000,107960000,107390000,33170000,52320,51680000,54570000,2810,8200000,82190000,26630000,180890
15-06-2022,123590,301750,280410,3730000,285500000,91530000,119130000,33110000,70540,39700000,56390000,2190,12400000,85010000,29810000,203420
14-06-2022,273720,366320,251010,3270000,240090000,84780000,97990000,28650000,59210,33710000,46970000,2310,11560000,69730000,26770000,165150
13-06-2022,167560,372400,379260,4390000,341060000,122210000,102770000,46140000,88960,47250000,60420000,3210,10220000,99280000,31560000,252540
10/6/2022,134610,352910,104260,1130000,283020000,91570000,98090000,31450000,78780,41480000,46560000,2680,13070000,87410000,25510000,267200
9/6/2022,244480,293300,61720,625760,224670000,69470000,96490000,26440000,63620,25800000,39560000,2030,6950000,67030000,23300000,131290
8/6/2022,250300,340590,87960,1090000,196520000,53950000,76210000,17370000,44940,26110000,36330000,2060,7240000,64930000,22270000,114140
7/6/2022,140030,341690,140320,1640000,191800000,67810000,72810000,22860000,51450,31590000,38890000,1810,4840000,85160000,18760000,119210
6/6/2022,129100,246830,94010,939370,199820000,71600000,84200000,22400000,48160,33540000,42240000,2000,5370000,135270000,30570000,103180
3/6/2022,75230,240830,72130,884530,218940000,88570000,112390000,28060000,37470,26140000,59880000,1950,7190000,97600000,19460000,115340
2/6/2022,119010,327600,81400,975530,237930000,72350000,93470000,44010000,35940,37990000,64870000,2060,9620000,100560000,31490000,127470
1/6/2022,111960,290530,135090,1290000,207110000,74290000,77250000,25290000,51150,36610000,54450000,2140,8420000,127530000,36270000,158040
27-05-2022,107090,217280,116410,1570000,247780000,90980000,89300000,26910000,38410,37910000,73840000,1930,8590000,93660000,22560000,123760
26-05-2022,1470,234750,126710,1420000,253120000,90600000,106000000,25000000,29700,37950000,99660000,1750,8050000,93000000,23060000,123360
25-05-2022,37390,191370,78850,639930,226970000,92480000,92140000,28550000,32080,40260000,78110000,1710,8520000,93120000,27560000,182820
24-05-2022,31660,224790,79420,620410,232100000,104130000,89090000,29040000,36830,76780000,58860000,1880,7710000,102930000,50240000,174760
23-05-2022,65550,215620,92100,738090,224190000,117730000,88900000,33180000,41170,37180000,63990000,2320,9600000,107800000,22760000,163270
20-05-2022,85460,20000,98780,699690,310720000,137430000,144970000,39200000,34790,48960000,73910000,2380,10430000,99500000,31470000,143050
19-05-2022,90580,68510,101380,858970,275820000,136100000,90300000,32690000,41280,34140000,62130000,3350,10450000,88140000,24450000,175240
18-05-2022,80720,103670,92030,751820,280610000,109740000,87810000,31360000,33870,35130000,54520000,2510,9670000,108380000,23810000,150350
